Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph,travel_time_minutes,adjusted_speed,adjusted_travel_time,start_zone,end_zone,zone
TRIP_01138,Pitampura,Janakpuri,10.13,Afternoon,Weekday,Clear,Very High,Inner Road,8.1,73.5,6.885,88.27886710239653,North,West,Other
TRIP_01139,Kalkaji,Pitampura,22.07,Morning Peak,Weekend,Heatwave,Very High,Main Road,13.9,99.6,11.815,112.07786711807026,South,North,South Delhi
TRIP_01140,AIIMS,Kalkaji,5.39,Morning Peak,Weekend,Clear,High,Highway,30.2,10.6,25.669999999999998,12.598363848850799,Other,South,Other
TRIP_01141,Model Town,Noida Sector 18,20.73,Evening Peak,Weekday,Clear,Very High,Highway,21.1,62.0,17.935000000000002,69.35043211597434,North,Other,North Delhi
TRIP_01142,Connaught Place,Greater Kailash,9.57,Evening Peak,Weekday,Clear,Medium,Main Road,27.8,22.6,23.63,24.29961912822683,Central,South,Central Delhi
TRIP_01143,Kalkaji,Karol Bagh,14.25,Evening Peak,Weekday,Clear,Very High,Highway,14.8,56.8,12.58,67.96502384737678,South,Central,South Delhi
TRIP_01144,Kalkaji,Noida Sector 18,8.19,Afternoon,Weekday,Rain,Medium,Main Road,28.3,17.4,24.055,20.428185408438992,South,Other,South Delhi
TRIP_01145,Model Town,Mayur Vihar,15.05,Afternoon,Weekday,Rain,High,Main Road,13.0,71.0,11.049999999999999,81.71945701357468,North,Other,North Delhi
TRIP_01146,AIIMS,Hauz Khas,2.2,Evening Peak,Weekday,Clear,Medium,Inner Road,27.5,5.5,23.375,5.647058823529412,Other,Other,Other
TRIP_01147,Vasant Kunj,Rajouri Garden,14.56,Night,Weekday,Rain,Low,Highway,58.4,15.8,49.64,17.598710717163577,South,West,South Delhi
TRIP_01148,Karol Bagh,Kalkaji,14.25,Afternoon,Weekend,Heatwave,Medium,Main Road,38.9,25.6,33.065,25.858158173295028,Central,South,Central Delhi
TRIP_01149,Karol Bagh,Chandni Chowk,3.94,Afternoon,Weekday,Rain,High,Main Road,17.0,13.5,14.45,16.359861591695502,Central,Central,Central Delhi
TRIP_01150,Greater Kailash,Rohini,28.43,Morning Peak,Weekend,Clear,Very High,Highway,15.0,118.4,12.75,133.78823529411767,South,North,South Delhi
TRIP_01151,AIIMS,Karol Bagh,9.61,Morning Peak,Weekday,Clear,Very High,Highway,20.0,30.5,17.0,33.91764705882353,Other,Central,Other
TRIP_01152,Janakpuri,Greater Kailash,16.54,Morning Peak,Weekday,Clear,Very High,Main Road,11.8,84.6,10.030000000000001,98.94317048853438,West,South,West Delhi
TRIP_01153,Hauz Khas,AIIMS,2.2,Night,Weekend,Clear,Medium,Inner Road,19.0,7.3,16.15,8.173374613003098,Other,Other,Other
TRIP_01154,Connaught Place,Vasant Kunj,13.75,Afternoon,Weekday,Clear,Very High,Main Road,13.8,68.6,11.73,70.33248081841433,Central,South,Central Delhi
TRIP_01155,Janakpuri,Punjabi Bagh,6.67,Evening Peak,Weekday,Clear,Medium,Main Road,38.3,10.7,32.555,12.293042543388113,West,West,West Delhi
TRIP_01156,Nehru Place,Hauz Khas,5.2,Morning Peak,Weekday,Fog,High,Main Road,11.2,28.9,9.52,32.77310924369748,Other,Other,Other
TRIP_01157,Kalkaji,Punjabi Bagh,18.89,Morning Peak,Weekend,Fog,Medium,Main Road,21.8,52.4,18.53,61.16567728008634,South,West,South Delhi
TRIP_01158,Okhla,AIIMS,7.2,Evening Peak,Weekday,Fog,Very High,Highway,10.5,42.8,8.924999999999999,48.40336134453782,Other,Other,Other
TRIP_01159,Greater Kailash,Pitampura,20.1,Afternoon,Weekday,Heatwave,Medium,Main Road,31.2,39.8,26.52,45.47511312217195,South,North,South Delhi
TRIP_01160,Karol Bagh,AIIMS,9.61,Morning Peak,Weekday,Clear,Medium,Main Road,41.0,13.8,34.85,16.545193687230988,Central,Other,Central Delhi
TRIP_01161,Saket,Pitampura,21.25,Night,Weekday,Clear,Low,Highway,57.9,21.6,49.214999999999996,25.90673575129534,South,North,South Delhi
TRIP_01162,Model Town,Lajpat Nagar,16.71,Afternoon,Weekday,Rain,Medium,Highway,30.4,33.2,25.84,38.800309597523224,North,Other,North Delhi
TRIP_01163,Greater Kailash,Punjabi Bagh,16.84,Evening Peak,Weekday,Clear,High,Main Road,29.0,35.5,24.65,40.98985801217039,South,West,South Delhi
TRIP_01164,Hauz Khas,Lajpat Nagar,4.29,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.1,34.7,6.885,37.38562091503268,Other,Other,Other
TRIP_01165,Greater Kailash,Rajouri Garden,15.57,Evening Peak,Weekday,Fog,Very High,Main Road,7.3,134.6,6.205,150.55600322320709,South,West,South Delhi
TRIP_01166,Hauz Khas,Punjabi Bagh,14.84,Morning Peak,Weekend,Heatwave,Very High,Main Road,11.6,81.2,9.86,90.30425963488845,Other,West,Other
TRIP_01167,Preet Vihar,Saket,15.46,Evening Peak,Weekday,Clear,Very High,Main Road,10.7,88.9,9.094999999999999,101.99010445299618,Other,South,Other
TRIP_01168,Rohini,Okhla,32.09,Night,Weekday,Clear,Low,Highway,62.0,32.4,52.699999999999996,36.53510436432638,North,Other,North Delhi
TRIP_01169,IGI Airport,Rohini,21.91,Afternoon,Weekday,Clear,Medium,Main Road,32.0,40.5,27.2,48.33088235294118,Other,North,Other
TRIP_01170,Noida Sector 18,Pitampura,24.06,Night,Weekend,Heatwave,Low,Inner Road,15.9,95.1,13.515,106.81465038845727,Other,North,Other
TRIP_01171,Dwarka,Noida Sector 18,27.45,Morning Peak,Weekday,Clear,Very High,Highway,21.4,78.4,18.189999999999998,90.54425508521166,West,Other,West Delhi
TRIP_01172,Civil Lines,AIIMS,12.66,Afternoon,Weekday,Clear,High,Inner Road,13.0,57.2,11.049999999999999,68.74208144796381,Other,Other,Other
TRIP_01173,Mayur Vihar,Connaught Place,7.89,Morning Peak,Weekday,Rain,Medium,Inner Road,9.3,52.6,7.905,59.88614800759013,Other,Central,Other
TRIP_01174,IGI Airport,Shahdara,22.57,Evening Peak,Weekday,Rain,High,Highway,30.5,44.7,25.925,52.23529411764706,Other,Other,Other
TRIP_01175,Dwarka,Pitampura,15.04,Evening Peak,Weekday,Clear,Very High,Main Road,13.1,68.1,11.135,81.0417602155366,West,North,West Delhi
TRIP_01176,Chandni Chowk,Punjabi Bagh,9.93,Afternoon,Weekday,Heatwave,Medium,Main Road,29.8,20.2,25.33,23.521515988945914,Central,West,Central Delhi
TRIP_01177,Okhla,Nehru Place,2.67,Afternoon,Weekday,Clear,High,Inner Road,18.0,9.8,15.299999999999999,10.47058823529412,Other,Other,Other
TRIP_01178,Janakpuri,Saket,15.88,Night,Weekend,Heatwave,Medium,Highway,54.0,17.5,45.9,20.758169934640524,West,South,West Delhi
TRIP_01179,AIIMS,Punjabi Bagh,13.63,Evening Peak,Weekday,Clear,Medium,Highway,49.9,17.1,42.415,19.280914770717906,Other,West,Other
TRIP_01180,Karol Bagh,Lajpat Nagar,10.19,Morning Peak,Weekend,Clear,High,Inner Road,17.5,37.8,14.875,41.10252100840336,Central,Other,Central Delhi
TRIP_01181,Mayur Vihar,Nehru Place,8.28,Night,Weekend,Clear,Low,Inner Road,27.1,18.6,23.035,21.567180377686128,Other,Other,Other
TRIP_01182,Lajpat Nagar,Mayur Vihar,7.45,Afternoon,Weekday,Clear,High,Main Road,27.5,16.2,23.375,19.12299465240642,Other,Other,Other
TRIP_01183,Kalkaji,Saket,4.6,Afternoon,Weekday,Clear,Very High,Inner Road,8.2,34.2,6.969999999999999,39.59827833572454,South,South,South Delhi
TRIP_01184,Vasant Kunj,Karol Bagh,15.08,Evening Peak,Weekday,Clear,High,Highway,41.1,23.3,34.935,25.899527694289393,South,Central,South Delhi
TRIP_01185,Rajouri Garden,Pitampura,6.43,Morning Peak,Weekday,Clear,High,Main Road,25.4,15.1,21.59,17.869383974062067,West,North,Other
TRIP_01186,Model Town,Rohini,13.8,Evening Peak,Weekday,Clear,High,Highway,39.4,22.8,33.489999999999995,24.72379814870111,North,North,North Delhi
TRIP_01187,Mayur Vihar,Dwarka,24.43,Afternoon,Weekday,Clear,Low,Main Road,53.9,27.7,45.815,31.993888464476704,Other,West,Other
TRIP_01188,Saket,Noida Sector 18,12.72,Afternoon,Weekday,Fog,Medium,Main Road,17.4,52.9,14.79,51.60243407707911,South,Other,South Delhi
TRIP_01189,Janakpuri,Civil Lines,14.89,Afternoon,Weekday,Clear,Very High,Highway,16.4,55.3,13.939999999999998,64.08895265423243,West,Other,West Delhi
TRIP_01190,Civil Lines,Nehru Place,14.85,Morning Peak,Weekday,Heatwave,Very High,Highway,21.1,41.0,17.935000000000002,49.6793978254809,Other,Other,Other
TRIP_01191,Okhla,Dwarka,23.01,Morning Peak,Weekday,Clear,High,Highway,43.5,33.0,36.975,37.33874239350912,Other,West,Other
TRIP_01192,Hauz Khas,AIIMS,2.2,Afternoon,Weekday,Fog,Medium,Main Road,17.1,8.0,14.535,9.081527347781218,Other,Other,Other
TRIP_01193,Connaught Place,Janakpuri,12.63,Afternoon,Weekday,Clear,High,Highway,34.0,25.0,28.9,26.221453287197235,Central,West,Central Delhi
TRIP_01194,Karol Bagh,Dwarka,15.59,Evening Peak,Weekday,Clear,High,Main Road,18.9,52.1,16.064999999999998,58.22595704948647,Central,West,Central Delhi
TRIP_01195,Noida Sector 18,Kalkaji,8.19,Evening Peak,Weekday,Rain,High,Main Road,18.5,28.0,15.725,31.249602543720187,Other,South,Other
TRIP_01196,Pitampura,Hauz Khas,18.42,Morning Peak,Weekend,Clear,Very High,Highway,19.4,57.5,16.49,67.02243784111585,North,Other,Other
TRIP_01197,Punjabi Bagh,Greater Kailash,16.84,Afternoon,Weekday,Clear,High,Main Road,21.5,50.5,18.275,55.28864569083448,West,South,West Delhi
TRIP_01198,Chandni Chowk,IGI Airport,16.54,Afternoon,Weekend,Clear,Medium,Main Road,32.6,31.0,27.71,35.813785636954165,Central,Other,Central Delhi
TRIP_01199,Okhla,Kalkaji,1.94,Evening Peak,Weekday,Rain,Very High,Main Road,8.2,14.2,6.969999999999999,16.70014347202296,Other,South,Other
TRIP_01200,Okhla,IGI Airport,16.94,Afternoon,Weekday,Clear,High,Main Road,24.6,42.4,20.91,48.60832137733142,Other,Other,Other
TRIP_01201,Rajouri Garden,Karol Bagh,6.66,Afternoon,Weekday,Rain,High,Main Road,19.7,23.8,16.744999999999997,23.863839952224552,West,Central,Other
TRIP_01202,Model Town,Lajpat Nagar,16.71,Morning Peak,Weekday,Clear,High,Highway,37.7,26.0,32.045,31.287252301451083,North,Other,North Delhi
TRIP_01203,Nehru Place,Kalkaji,1.51,Night,Weekday,Rain,Medium,Inner Road,16.2,5.7,13.77,6.579520697167756,Other,South,Other
TRIP_01204,Punjabi Bagh,Rajouri Garden,2.52,Morning Peak,Weekday,Clear,High,Inner Road,10.9,14.0,9.265,16.31948192120885,West,West,West Delhi
TRIP_01205,Janakpuri,Nehru Place,18.07,Afternoon,Weekday,Heatwave,High,Main Road,18.9,57.0,16.064999999999998,67.48832866479925,West,Other,West Delhi
TRIP_01206,Janakpuri,Punjabi Bagh,6.67,Evening Peak,Weekday,Clear,High,Main Road,27.7,15.2,23.544999999999998,16.997239328944577,West,West,West Delhi
TRIP_01207,Janakpuri,Dwarka,5.26,Morning Peak,Weekday,Heatwave,High,Main Road,21.4,14.4,18.189999999999998,17.350192413413968,West,West,West Delhi
TRIP_01208,Mayur Vihar,Saket,13.17,Morning Peak,Weekday,Fog,High,Main Road,12.6,65.1,10.709999999999999,73.78151260504202,Other,South,Other
TRIP_01209,Model Town,Preet Vihar,12.75,Afternoon,Weekday,Clear,High,Inner Road,12.0,63.5,10.2,75.0,North,Other,North Delhi
TRIP_01210,Punjabi Bagh,Rohini,11.6,Evening Peak,Weekend,Clear,Medium,Main Road,41.2,17.0,35.02,19.874357509994287,West,North,West Delhi
TRIP_01211,Greater Kailash,Okhla,4.03,Morning Peak,Weekend,Clear,Medium,Main Road,37.8,6.4,32.129999999999995,7.525676937441645,South,Other,South Delhi
TRIP_01212,Karol Bagh,Preet Vihar,10.02,Evening Peak,Weekday,Heatwave,High,Highway,30.1,21.0,25.585,23.498143443423878,Central,Other,Central Delhi
TRIP_01213,Model Town,Dwarka,19.78,Evening Peak,Weekday,Fog,High,Main Road,11.7,103.5,9.944999999999999,119.33634992458525,North,West,North Delhi
TRIP_01214,Dwarka,Janakpuri,5.26,Morning Peak,Weekday,Clear,High,Main Road,19.3,15.9,16.405,19.23803718378543,West,West,West Delhi
TRIP_01215,Rohini,Mayur Vihar,27.72,Morning Peak,Weekend,Clear,Medium,Highway,49.6,36.3,42.16,39.44971537001897,North,Other,North Delhi
TRIP_01216,Rajouri Garden,Model Town,10.2,Afternoon,Weekday,Fog,High,Highway,15.9,39.1,13.515,45.283018867924525,West,North,Other
TRIP_01217,Punjabi Bagh,Model Town,7.93,Evening Peak,Weekday,Clear,High,Main Road,19.2,25.1,16.32,29.15441176470588,West,North,West Delhi
TRIP_01218,IGI Airport,Kalkaji,15.01,Night,Weekday,Rain,Low,Main Road,28.9,34.8,24.564999999999998,36.66191736210055,Other,South,Other
TRIP_01219,Hauz Khas,Dwarka,15.78,Afternoon,Weekday,Clear,Medium,Highway,61.8,15.4,52.529999999999994,18.02398629354655,Other,West,Other
TRIP_01220,Lajpat Nagar,Karol Bagh,10.19,Afternoon,Weekday,Rain,Medium,Main Road,28.5,22.0,24.224999999999998,25.238390092879257,Other,Central,Other
TRIP_01221,Model Town,Karol Bagh,7.02,Evening Peak,Weekday,Rain,Very High,Main Road,6.8,64.2,5.779999999999999,72.8719723183391,North,Central,North Delhi
TRIP_01222,AIIMS,Kalkaji,5.39,Morning Peak,Weekday,Rain,Low,Highway,51.1,6.5,43.435,7.445608380338435,Other,South,Other
TRIP_01223,Punjabi Bagh,Karol Bagh,6.08,Morning Peak,Weekday,Fog,Very High,Main Road,8.3,44.5,7.055000000000001,51.70800850460666,West,Central,West Delhi
TRIP_01224,Rohini,Connaught Place,20.4,Morning Peak,Weekday,Clear,Very High,Main Road,10.1,122.8,8.584999999999999,142.57425742574256,North,Central,North Delhi
TRIP_01225,Lajpat Nagar,Shahdara,12.53,Evening Peak,Weekday,Clear,Low,Highway,87.6,8.7,74.46,10.096696212731668,Other,Other,Other
TRIP_01226,Greater Kailash,IGI Airport,13.13,Morning Peak,Weekday,Heatwave,Very High,Highway,15.8,58.4,13.43,58.65971705137751,South,Other,South Delhi
TRIP_01227,Rajouri Garden,AIIMS,12.31,Evening Peak,Weekday,Clear,High,Main Road,29.4,25.6,24.99,29.555822328931576,West,Other,Other
TRIP_01228,Rajouri Garden,Nehru Place,16.77,Night,Weekend,Clear,High,Highway,37.3,27.4,31.705,31.73631919255638,West,Other,Other
TRIP_01229,Vasant Kunj,Punjabi Bagh,16.74,Afternoon,Weekday,Clear,High,Main Road,22.7,44.3,19.294999999999998,52.05493651204975,South,West,South Delhi
TRIP_01230,Kalkaji,Rajouri Garden,17.69,Morning Peak,Weekend,Clear,High,Main Road,27.7,37.4,23.544999999999998,45.07963474198345,South,West,South Delhi
TRIP_01231,Connaught Place,Preet Vihar,7.48,Afternoon,Weekday,Heatwave,High,Main Road,20.1,23.4,17.085,26.26865671641791,Central,Other,Central Delhi
TRIP_01232,Nehru Place,Karol Bagh,12.97,Morning Peak,Weekday,Clear,Very High,Highway,15.8,49.6,13.43,57.94489947877886,Other,Central,Other
TRIP_01233,Civil Lines,Rajouri Garden,10.68,Afternoon,Weekend,Clear,Medium,Highway,51.2,12.3,43.52,14.724264705882351,Other,West,Other
TRIP_01234,Vasant Kunj,Saket,4.88,Evening Peak,Weekend,Clear,High,Main Road,24.2,12.2,20.57,14.234321827904715,South,South,South Delhi
TRIP_01235,Rohini,Okhla,32.09,Afternoon,Weekend,Rain,Medium,Main Road,29.7,66.5,25.244999999999997,76.26856803327394,North,Other,North Delhi
TRIP_01236,IGI Airport,Okhla,16.94,Morning Peak,Weekday,Clear,Very High,Main Road,11.7,86.5,9.944999999999999,102.20211161387634,Other,Other,Other
TRIP_01237,Saket,AIIMS,4.77,Morning Peak,Weekday,Heatwave,Very High,Inner Road,7.8,36.0,6.63,43.16742081447964,South,Other,South Delhi
TRIP_01238,Karol Bagh,Shahdara,9.9,Evening Peak,Weekday,Clear,Very High,Main Road,10.5,58.5,8.924999999999999,66.55462184873952,Central,Other,Central Delhi
TRIP_01239,Janakpuri,IGI Airport,7.4,Afternoon,Weekend,Clear,Low,Inner Road,19.1,23.0,16.235,27.348321527563904,West,Other,West Delhi
TRIP_01240,Rohini,Chandni Chowk,20.26,Evening Peak,Weekday,Clear,Very High,Main Road,11.3,117.2,9.605,126.55908381051538,North,Central,North Delhi
TRIP_01241,Rohini,Punjabi Bagh,11.6,Evening Peak,Weekday,Clear,Medium,Inner Road,18.4,43.8,15.639999999999999,44.50127877237852,North,West,North Delhi
TRIP_01242,Mayur Vihar,Rohini,27.72,Night,Weekday,Clear,Low,Highway,89.9,19.4,76.415,21.765360204148397,Other,North,Other
TRIP_01243,Nehru Place,Vasant Kunj,9.97,Evening Peak,Weekend,Fog,Medium,Main Road,24.2,25.4,20.57,29.08118619348566,Other,South,Other
TRIP_01244,Nehru Place,Civil Lines,14.85,Morning Peak,Weekend,Clear,Low,Highway,86.7,10.2,73.69500000000001,12.090372481172398,Other,Other,Other
TRIP_01245,Saket,Pitampura,21.25,Evening Peak,Weekday,Rain,High,Highway,24.6,50.8,20.91,60.97560975609757,South,North,South Delhi
TRIP_01246,Kalkaji,Connaught Place,11.2,Afternoon,Weekday,Clear,Medium,Main Road,33.9,20.0,28.814999999999998,23.32118688183238,South,Central,South Delhi
TRIP_01247,Pitampura,Kalkaji,22.07,Night,Weekday,Clear,High,Highway,41.0,33.2,34.85,37.99713055954089,North,South,Other
TRIP_01248,Lajpat Nagar,Rohini,26.64,Evening Peak,Weekday,Clear,High,Highway,41.4,40.2,35.19,45.42199488491049,Other,North,Other
TRIP_01249,Dwarka,Noida Sector 18,27.45,Night,Weekday,Rain,Medium,Highway,46.7,35.5,39.695,41.491371709283285,West,Other,West Delhi
TRIP_01250,IGI Airport,Punjabi Bagh,12.83,Night,Weekday,Fog,Medium,Main Road,23.6,32.1,20.060000000000002,38.37487537387836,Other,West,Other
TRIP_01251,Chandni Chowk,Shahdara,6.2,Morning Peak,Weekday,Clear,Very High,Main Road,10.9,34.2,9.265,40.15110631408526,Central,Other,Central Delhi
TRIP_01252,Rohini,Shahdara,24.21,Morning Peak,Weekend,Clear,Very High,Highway,17.5,86.7,14.875,97.65378151260505,North,Other,North Delhi
TRIP_01253,Model Town,Janakpuri,14.54,Evening Peak,Weekday,Fog,Very High,Highway,8.3,102.8,7.055000000000001,123.656980864635,North,West,North Delhi
TRIP_01254,Janakpuri,Shahdara,20.44,Evening Peak,Weekday,Rain,Very High,Main Road,6.9,187.0,5.865,209.10485933503838,West,Other,West Delhi
TRIP_01255,Vasant Kunj,Kalkaji,9.44,Morning Peak,Weekday,Rain,High,Main Road,14.0,40.7,11.9,47.59663865546218,South,South,South Delhi
TRIP_01256,Greater Kailash,Dwarka,19.04,Night,Weekday,Heatwave,Low,Inner Road,20.7,60.6,17.595,64.92753623188405,South,West,South Delhi
TRIP_01257,Noida Sector 18,AIIMS,11.33,Evening Peak,Weekend,Fog,Medium,Main Road,14.7,46.8,12.495,54.40576230492197,Other,Other,Other
TRIP_01258,Hauz Khas,Kalkaji,5.29,Evening Peak,Weekday,Clear,Very High,Main Road,12.5,25.9,10.625,29.87294117647059,Other,South,Other
TRIP_01259,Karol Bagh,Pitampura,8.11,Evening Peak,Weekday,Clear,High,Inner Road,10.5,48.1,8.924999999999999,54.52100840336134,Central,North,Central Delhi
TRIP_01260,Preet Vihar,Saket,15.46,Afternoon,Weekday,Clear,Low,Highway,77.7,11.8,66.045,14.044969339086986,Other,South,Other
TRIP_01261,Hauz Khas,Chandni Chowk,11.65,Night,Weekend,Clear,Low,Main Road,50.7,14.6,43.095,16.219979115906717,Other,Central,Other
TRIP_01262,Rohini,Dwarka,17.53,Morning Peak,Weekday,Clear,High,Main Road,24.8,43.5,21.08,49.8956356736243,North,West,North Delhi
TRIP_01263,AIIMS,Shahdara,14.08,Evening Peak,Weekday,Clear,High,Inner Road,8.0,105.4,6.8,124.23529411764707,Other,Other,Other
TRIP_01264,Karol Bagh,Civil Lines,4.62,Afternoon,Weekday,Heatwave,High,Inner Road,12.0,23.3,10.2,27.176470588235297,Central,Other,Central Delhi
TRIP_01265,Mayur Vihar,Rajouri Garden,17.23,Morning Peak,Weekday,Clear,Very High,Highway,20.9,49.0,17.764999999999997,58.193076273571634,Other,West,Other
TRIP_01266,Punjabi Bagh,Mayur Vihar,17.1,Night,Weekday,Clear,Low,Main Road,54.1,19.0,45.985,22.311623355441995,West,Other,West Delhi
TRIP_01267,Model Town,AIIMS,16.52,Afternoon,Weekday,Clear,Medium,Highway,48.6,20.0,41.31,23.99419026870007,North,Other,North Delhi
TRIP_01268,IGI Airport,Okhla,16.94,Morning Peak,Weekday,Clear,Medium,Highway,51.5,19.5,43.775,23.2187321530554,Other,Other,Other
TRIP_01269,Shahdara,Rajouri Garden,16.5,Afternoon,Weekday,Rain,High,Highway,27.2,36.7,23.119999999999997,42.820069204152254,Other,West,Other
TRIP_01270,Kalkaji,Preet Vihar,12.39,Afternoon,Weekday,Fog,High,Main Road,9.8,78.7,8.33,89.2436974789916,South,Other,South Delhi
TRIP_01271,Rajouri Garden,Lajpat Nagar,14.1,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3,101.7,7.055000000000001,119.91495393338056,West,Other,Other
TRIP_01272,Noida Sector 18,IGI Airport,22.12,Evening Peak,Weekend,Clear,Medium,Main Road,29.5,48.9,25.075,52.92921236291127,Other,Other,Other
TRIP_01273,Kalkaji,Civil Lines,16.3,Morning Peak,Weekday,Clear,High,Highway,37.4,27.0,31.79,30.76439131802454,South,Other,South Delhi
TRIP_01274,Pitampura,Dwarka,15.04,Afternoon,Weekday,Clear,High,Main Road,23.7,41.8,20.145,44.795234549516,North,West,Other
TRIP_01275,Preet Vihar,Noida Sector 18,8.57,Evening Peak,Weekend,Clear,Medium,Main Road,28.1,19.4,23.885,21.528155746284277,Other,Other,Other
TRIP_01276,Preet Vihar,Okhla,12.45,Morning Peak,Weekday,Clear,Very High,Main Road,15.1,54.1,12.834999999999999,58.200233735878456,Other,Other,Other
TRIP_01277,Saket,Lajpat Nagar,5.89,Evening Peak,Weekday,Clear,High,Main Road,27.1,13.7,23.035,15.34187106576948,South,Other,South Delhi
TRIP_01278,Civil Lines,Hauz Khas,14.76,Morning Peak,Weekday,Clear,High,Main Road,25.3,34.7,21.505,41.181120669611715,Other,Other,Other
TRIP_01279,AIIMS,Karol Bagh,9.61,Evening Peak,Weekend,Clear,High,Main Road,18.5,31.2,15.725,36.66772655007949,Other,Central,Other
TRIP_01280,Civil Lines,Janakpuri,14.89,Evening Peak,Weekday,Clear,High,Highway,41.4,21.3,35.19,25.387894288150044,Other,West,Other
TRIP_01281,Punjabi Bagh,Lajpat Nagar,15.06,Morning Peak,Weekday,Heatwave,Very High,Highway,17.2,52.6,14.62,61.80574555403557,West,Other,West Delhi
TRIP_01282,Vasant Kunj,Hauz Khas,5.36,Morning Peak,Weekend,Clear,Medium,Highway,50.2,7.4,42.67,7.5369111788141545,South,Other,South Delhi
TRIP_01283,Nehru Place,Okhla,2.67,Afternoon,Weekday,Rain,Medium,Inner Road,13.3,11.8,11.305,14.170720919946925,Other,Other,Other
TRIP_01284,Shahdara,Janakpuri,20.44,Morning Peak,Weekend,Clear,Medium,Highway,65.5,19.5,55.675,22.027840143691066,Other,West,Other
TRIP_01285,Nehru Place,Shahdara,14.22,Afternoon,Weekday,Heatwave,High,Highway,40.7,21.4,34.595,24.6625234860529,Other,Other,Other
TRIP_01286,Kalkaji,Mayur Vihar,9.67,Evening Peak,Weekday,Heatwave,High,Main Road,25.2,22.6,21.419999999999998,27.08683473389356,South,Other,South Delhi
TRIP_01287,Lajpat Nagar,Nehru Place,2.8,Night,Weekday,Clear,Medium,Inner Road,22.2,7.9,18.869999999999997,8.903020667726551,Other,Other,Other
TRIP_01288,Shahdara,Pitampura,15.65,Evening Peak,Weekday,Clear,High,Highway,32.0,29.6,27.2,34.52205882352941,Other,North,Other
TRIP_01289,Lajpat Nagar,Model Town,16.71,Night,Weekend,Clear,Low,Highway,66.6,15.3,56.60999999999999,17.710651828298893,Other,North,Other
TRIP_01290,Shahdara,Saket,18.39,Evening Peak,Weekday,Heatwave,Medium,Main Road,40.1,29.0,34.085,32.372011148599086,Other,South,Other
TRIP_01291,IGI Airport,AIIMS,10.81,Afternoon,Weekday,Rain,Medium,Main Road,31.2,20.8,26.52,24.457013574660635,Other,Other,Other
TRIP_01292,Dwarka,Okhla,23.01,Morning Peak,Weekday,Clear,High,Highway,46.1,36.3,39.185,35.23286972055634,West,Other,West Delhi
TRIP_01293,Janakpuri,Hauz Khas,13.61,Night,Weekday,Rain,Low,Main Road,25.1,34.5,21.335,38.275134755097255,West,Other,West Delhi
TRIP_01294,Noida Sector 18,Janakpuri,23.96,Night,Weekday,Heatwave,Low,Highway,61.6,26.5,52.36,27.456073338426283,Other,West,Other
TRIP_01295,Noida Sector 18,Pitampura,24.06,Evening Peak,Weekday,Heatwave,Very High,Highway,15.4,97.1,13.09,110.28265851795263,Other,North,Other
TRIP_01296,AIIMS,Saket,4.77,Morning Peak,Weekend,Clear,Medium,Main Road,33.3,8.8,28.304999999999996,10.111287758346581,Other,South,Other
TRIP_01297,Vasant Kunj,Punjabi Bagh,16.74,Morning Peak,Weekday,Heatwave,Very High,Highway,15.1,67.7,12.834999999999999,78.2547721075185,South,West,South Delhi
TRIP_01298,Mayur Vihar,Lajpat Nagar,7.45,Afternoon,Weekend,Rain,Low,Highway,47.5,10.7,40.375,11.071207430340557,Other,Other,Other
TRIP_01299,Nehru Place,Model Town,19.38,Morning Peak,Weekday,Clear,High,Inner Road,18.4,63.6,15.639999999999999,74.34782608695652,Other,North,Other
TRIP_01300,Dwarka,Pitampura,15.04,Night,Weekday,Clear,Low,Main Road,34.2,26.5,29.07,31.04231166150671,West,North,West Delhi
TRIP_01301,Karol Bagh,Dwarka,15.59,Afternoon,Weekday,Heatwave,Medium,Highway,54.5,16.8,46.324999999999996,20.19212088505127,Central,West,Central Delhi
TRIP_01302,Okhla,AIIMS,7.2,Morning Peak,Weekday,Heatwave,High,Inner Road,16.8,30.0,14.28,30.252100840336134,Other,Other,Other
TRIP_01303,Lajpat Nagar,AIIMS,2.68,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.2,19.5,6.969999999999999,23.07030129124821,Other,Other,Other
TRIP_01304,Pitampura,Shahdara,15.65,Afternoon,Weekday,Clear,High,Main Road,26.9,35.5,22.865,41.06713317297179,North,Other,Other
TRIP_01305,Civil Lines,Saket,17.43,Morning Peak,Weekday,Clear,Very High,Highway,17.4,58.7,14.79,70.70993914807303,Other,South,Other
TRIP_01306,Model Town,AIIMS,16.52,Evening Peak,Weekday,Clear,Very High,Main Road,10.9,95.3,9.265,106.98327037236912,North,Other,North Delhi
TRIP_01307,Vasant Kunj,Janakpuri,13.24,Morning Peak,Weekday,Heatwave,High,Highway,41.0,19.3,34.85,22.7948350071736,South,West,South Delhi
TRIP_01308,Karol Bagh,Okhla,15.59,Afternoon,Weekday,Clear,Medium,Highway,55.4,17.7,47.089999999999996,19.86409004034827,Central,Other,Central Delhi
TRIP_01309,Model Town,Chandni Chowk,8.08,Morning Peak,Weekday,Clear,Very High,Main Road,9.8,52.2,8.33,58.199279711884756,North,Central,North Delhi
